pool_id,repo,task_id,features,K,N,condition,trial,seed,context_tokens,task_tokens,comm_tokens,rework_tokens,buckets_recoverable,context_usd,task_usd,comm_usd,rework_usd,total_tokens,dollar_cost,total_steps,wall_seconds,agent_seconds,topology,leader_cost,leader_model,score,n_passed,best_score,git_integrated,all_passed,pass,failure_bucket,merge_status,messages_sent,message_reads,conflict_events,rework_turns,comm_sent_tokens,comm_recv_tokens,comm_reingest_tokens
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,1,nocomm,1,0,34249,469,0,0,True,0.5770617268756824,0.3951092731243176,0.0,0.0,1637688,0.972171,30,212.064129,,,,,0.6666666666666666,2,0.6666666666666666,False,False,False,,,0,0,0,0,0,0,0
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,1,nocomm,2,0,34249,620,0,0,True,0.5722627927109993,0.5179756072890006,0.0,0.0,1768308,1.0902384,30,252.838871,,,,,0.6666666666666666,2,0.6666666666666666,False,False,False,,,0,0,0,0,0,0,0
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,1,nocomm,3,0,34249,419,0,0,True,0.6177267131089329,0.3778613868910668,0.0,0.0,1257088,0.9955880999999998,21,246.464778,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,1,nocomm,4,0,34249,516,0,0,True,0.6319057707105863,0.47601882928941364,0.0,0.0,1914417,1.1079246,32,248.518883,,,,,0.6666666666666666,2,0.6666666666666666,False,False,False,,,0,0,0,0,0,0,0
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,comm,1,0,67550,542,181839,293,True,0.47271061545426385,0.1896440811074841,1.2910003326550548,0.10251977078319713,3740079,2.0558748,67,324.672745,,,,,0.6666666666666666,2,0.6666666666666666,True,False,False,,,5,136,0,11,456,5293,176090
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,comm,2,0,67550,1078,124250,350,True,0.5664346800572422,0.45197378615966477,1.0497782980169683,0.14674473576612493,4505005,2.2149315,77,340.485042,,,,,1.0,3,1.0,True,True,True,,,5,146,0,15,409,5011,118830
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,comm,3,0,67550,1165,10322,189,True,1.102314171580129,0.9505521908888606,0.22015278295762433,0.15420975457338595,4807784,2.4272289,86,359.513347,,,,,0.6666666666666666,2,0.6666666666666666,True,False,False,,,5,147,0,6,381,467,9474
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,comm,4,0,67550,1205,323280,566,True,0.3540372754625212,0.31577714058648265,1.707680847376765,0.14832353657423167,5511063,2.5258188000000006,88,345.062064,,,,,0.3333333333333333,1,0.3333333333333333,True,False,False,,,4,239,0,20,256,9426,313598
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader,1,0,91234,1798,563,0,True,1.8852688881182749,1.857702973034537,0.06715833884718848,0.0,5277970,3.8101302,103,508.263928,1294.5403547070455,leader,1.8846195000000003,claude-opus-5,1.0,3,1.0,True,True,True,,,4,0,0,0,563,0,0
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader,2,0,91234,1841,21723,187,True,2.1897610758980086,2.209346373461776,0.5763261827220443,0.22441486791817067,8069516,5.1998485,138,816.104205,2046.4000487270532,leader,1.9491115,claude-opus-5,1.0,3,1.0,True,True,True,,,4,61,0,6,1111,993,19619
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader,3,0,91234,1814,582,0,True,2.13934736614151,2.126825592531677,0.06800214132681213,0.0,6418256,4.334175099999999,119,780.568957,1608.6212337570032,leader,1.7935014999999992,claude-opus-5,1.0,3,1.0,True,True,True,,,4,0,0,0,582,0,0
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader,4,0,91234,1806,6494,182,True,2.167656192067275,2.1454650036573533,0.24545735274401015,0.2162096515313612,6870208,4.7747882,126,663.194786,1584.444619052927,leader,2.1129845,claude-opus-5,1.0,3,1.0,True,True,True,,,5,65,0,6,1213,165,5116
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader_central,1,0,101722,983,16205,12,True,2.0980046910891086,1.013713164969522,0.38803661212078505,0.012374931820584195,6829820,3.5121294,114,463.557991,1051.8710669989814,leader,2.2984824,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,54,0,2,491,917,14797
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader_central,2,0,101722,982,5028,9,True,2.2713969417283195,1.0963762985279537,0.13531650446190224,0.010048255281824422,7061752,3.513138,112,396.187017,888.7873946369509,leader,2.3907279,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,2,22,0,2,1068,180,3780
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,2,leader_central,3,0,101722,695,14324,72,True,2.249473522803998,0.7684591820593278,0.3204972352686572,0.0796101598680167,6351493,3.4180401000000002,109,561.101266,1251.80689966699,leader,1.3237779,claude-sonnet-5,1.0,3,1.0,True,True,True,,,3,67,0,8,831,370,13123
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,comm,1,0,99794,1570,41626,799,True,1.2659433942671139,0.995816947411352,0.5284806882695148,0.5067883700520192,6725198,3.2970294,123,258.488601,,,,,0.6666666666666666,2,0.6666666666666666,True,False,False,,,14,193,0,25,1116,1567,38943
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,comm,2,0,99794,1555,144941,389,True,0.9848082556520666,0.7672689928948454,1.4268637480858237,0.19194060336726357,6957152,3.3708815999999993,127,326.39972,,,,,0.3333333333333333,1,0.3333333333333333,True,False,False,,,14,143,0,14,1652,5814,137475
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,comm,3,0,99794,1876,23499,735,True,1.3519350301550948,1.2707327677871205,0.3515648833352192,0.49786171872256585,7170878,3.4720944000000005,130,272.619078,,,,,0.3333333333333333,1,0.3333333333333333,True,False,False,,,14,195,0,20,748,919,21832
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,comm,4,0,99794,1915,123158,544,True,1.0427582604379695,1.000502068630735,1.3533475396858021,0.28421573124549343,7714445,3.6808236,129,290.087611,,,,,0.3333333333333333,1,0.3333333333333333,True,False,False,,,16,208,0,20,1440,6144,115574
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader,1,0,124344,3062,92444,574,True,2.2212441738053657,2.7349327913658996,1.6806706845857475,0.512688250242987,12087602,7.1495359,201,1001.741389,2652.300094324979,leader,2.5177749999999994,claude-opus-5,1.0,3,1.0,True,True,True,,,5,201,0,22,611,2296,89537
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader,2,0,124344,2310,58228,113,True,2.116198987591554,1.9656837729751695,1.0988938141751836,0.09615682525809272,8082395,5.2769334,150,571.915382,1769.5748845710186,leader,1.9996964999999998,claude-opus-5,1.0,3,1.0,True,True,True,,,7,57,0,3,559,2128,55541
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader,3,0,124344,2792,158964,205,True,1.752029794200661,1.9669896357718286,2.2878653877448363,0.14442438228267368,10914704,6.1513092,184,577.997617,1952.7385584848234,leader,1.9757729999999998,claude-opus-5,1.0,3,1.0,True,True,True,,,8,77,0,14,841,4517,153606
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader,4,0,124344,2761,131241,199,True,1.8140043503469852,2.013955643741566,1.9403561781662224,0.14515652774522697,9074901,5.9134727,160,648.714584,1970.135057717096,leader,2.2274705,claude-opus-5,1.0,3,1.0,True,True,True,,,4,136,0,9,486,3903,126852
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader_central,1,0,134363,750,208,12,True,2.21254237098722,0.6175088299012433,0.018031257833116307,0.009880141278419895,5188599,2.8579625999999996,101,409.974861,1169.1518445959955,leader,1.1928983999999998,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,1,19,0,3,113,5,90
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader_central,2,0,134363,822,994,60,True,2.729969915756791,0.8350644413834473,0.03210223399965564,0.06095360886010564,7323997,3.6580901999999997,123,529.212519,1217.2125740459596,leader,2.1247458,claude-sonnet-5,1.0,3,1.0,True,True,True,,,7,20,0,5,914,4,76
dspy_task/task8635/f1_f3_f4,dspy_task,8635,1_3_4,3,3,leader_central,3,0,134363,1135,834,119,True,2.9823428511569006,1.2596321666169568,0.016647121144717485,0.1320671610814254,8957276,4.3906893,143,539.421426,1451.6689803589543,leader,2.3663361,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,3,30,0,9,384,15,435
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader,1,0,56313,494,4949,0,True,0.949011878575068,0.41625545434986916,0.12302286707506253,0.0,1459859,1.4882901999999998,43,327.605723,578.5605898170033,leader,0.8821734999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,2,9,0,0,449,500,4000
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader,2,0,56313,469,277,0,True,1.1089716991328258,0.46180076260658764,0.06203293826058639,0.0,1643996,1.6328053999999999,39,426.458347,682.6875575940358,leader,1.0348864999999998,claude-opus-5,1.0,3,1.0,True,True,True,,,1,0,0,0,277,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader,3,0,56313,638,533,0,True,1.0475080104760564,0.5933888362222967,0.07719635330164674,0.0,1747801,1.7180931999999998,45,346.182855,596.1624152279692,leader,1.1444124999999998,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,3,0,0,0,533,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader,4,0,56313,425,15606,0,True,1.1999061753939988,0.4527907628278103,0.3875036617781909,0.0,2234814,2.0402006,48,349.830734,623.000249813078,leader,1.1576629999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,4,32,0,0,470,870,14266
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader_central,1,0,67186,279,427,0,True,1.0364213773439375,0.2151948056730261,0.03239491698303618,0.0,2131443,1.2840110999999998,46,327.688304,539.7801925770182,leader,0.7648124999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,427,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader_central,2,0,67186,446,364,0,True,1.2442380307456498,0.4129805031647663,0.02222316608958384,0.0,3003866,1.6794417,58,291.60212,486.4450544829888,leader,1.1595071999999997,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,364,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,leader_central,3,0,67186,364,268,0,True,1.0551489730870232,0.2858290612654991,0.034550765647477916,0.0,2209204,1.3755288,45,346.032589,570.0233469919767,leader,0.8135265,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,268,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,nocomm,1,0,32337,255,0,0,True,0.2658065252445273,0.10480357475547278,0.0,0.0,470459,0.37061010000000005,12,109.240223,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,nocomm,2,0,32337,95,0,0,True,0.2864663916520614,0.04207920834793864,0.0,0.0,398786,0.32854560000000005,9,106.151178,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,nocomm,3,0,32337,194,0,0,True,0.28227530930132977,0.08467299069867022,0.0,0.0,429780,0.3669483,11,108.731115,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,1,nocomm,4,0,32337,213,0,0,True,0.25242290635075715,0.08313399364924279,0.0,0.0,440161,0.33555689999999994,11,111.200841,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,1,0,65655,414,1773,0,True,0.8832661219281341,0.27848006585808205,0.02509011221378372,0.0,1847600,1.1868363,40,211.499149,,,,,1.0,3,1.0,True,True,True,,,4,39,0,0,258,115,1400
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,2,0,65655,263,9678,0,True,0.6949915159513537,0.1391994278388592,0.15459075620978704,0.0,1784220,0.9887816999999999,39,176.105549,,,,,1.0,3,1.0,True,True,True,,,7,71,0,0,474,724,8480
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,3,0,65655,351,6341,60,True,0.8501099614269141,0.22723981148491879,0.0892256148685228,0.038844412219644235,1903236,1.2054197999999998,41,213.567942,,,,,1.0,3,1.0,True,True,True,,,4,62,0,1,350,615,5376
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,4,0,65655,381,3174,0,True,0.7042021649138116,0.20432642207917315,0.037883513007015195,0.0,1657347,0.9464120999999999,36,219.099631,,,,,1.0,3,1.0,True,True,True,,,4,31,0,0,242,295,2637
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader,1,0,89356,1730,6600,4,True,1.7133570044372826,1.6585946202138073,0.17021207449292444,0.0038349008559856817,5259806,3.5459986,109,386.644764,1032.5279456670396,leader,1.4525815,claude-opus-5,1.0,3,1.0,True,True,True,,,3,114,0,2,723,151,5726
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader,2,0,89356,1056,626,0,True,1.6426161448988013,0.9706134165658344,0.06066333853536465,0.0,3993035,2.6738929000000002,84,333.299592,891.5315433359938,leader,0.7804644999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,3,0,0,0,626,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader,3,0,89356,1334,59072,11,True,1.7629655168748015,1.3159698282773318,1.2612002294272888,0.010851325420577698,6374734,4.3509869,124,527.14796,1340.9191181790084,leader,1.9624804999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,5,318,0,3,898,1768,56406
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader,4,0,89356,1334,439,0,True,1.8759045780682368,1.4002734607318077,0.08712346119995505,0.0,4972893,3.3633015,99,533.509974,1248.587645677966,leader,1.2498405,claude-opus-5,1.0,3,1.0,True,True,True,,,4,0,0,0,439,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader_central,1,0,99844,633,1197,0,True,1.5239322059693392,0.48307814509564506,0.0180715489350156,0.0,3825906,2.0250819,80,291.762953,654.566584049986,leader,1.2008097000000002,claude-sonnet-5,1.0,3,1.0,True,True,True,,,3,14,0,0,413,56,728
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader_central,2,0,99844,560,104,0,True,1.672317702907522,0.4689805664978428,0.001674930594635153,0.0,3969403,2.1429732,78,405.577008,892.8799862609885,leader,1.3045317000000003,claude-sonnet-5,1.0,3,1.0,True,True,True,,,1,0,0,0,104,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,leader_central,3,0,99844,541,200,0,True,1.5789558821424632,0.4277748949556672,0.0015814229018693796,0.0,3661514,2.0083121999999998,71,342.893329,776.8037335419795,leader,1.1145986999999997,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,200,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,1,0,97916,1175,29323,5,True,1.6062032055125222,0.9637284848631551,0.4755159373483087,0.004100972276013426,6061240,3.0495485999999996,110,261.253043,,,,,1.0,3,1.0,True,True,True,,,19,198,0,3,1935,1424,25964
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,2,0,97916,966,11407,6,True,1.4201037535316907,0.700508714567391,0.1626253460961523,0.0043509858047664045,4472715,2.2875888000000004,85,217.396398,,,,,1.0,3,1.0,True,True,True,,,12,59,0,2,794,733,9880
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,3,0,97916,862,11495,13,True,1.3666668128945183,0.6015701176084985,0.19449836633119322,0.00907240316578942,3920029,2.1718076999999996,80,197.685158,,,,,1.0,3,1.0,True,True,True,,,14,64,0,3,910,499,10086
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,4,0,97916,1304,18718,64,True,1.296272047255313,0.8631575787516487,0.24750911184571814,0.04236356214732018,4950243,2.4493023000000003,94,588.312989,,,,,1.0,3,1.0,True,True,True,,,12,224,0,3,922,863,16933
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader,1,0,122483,2186,74807,8,True,1.5603441972977594,1.3924023804499002,0.9899433136322127,0.005095708620127723,6275524,3.9477856,132,408.856387,1395.839463123004,leader,1.225726,claude-opus-5,1.0,3,1.0,True,True,True,,,3,97,0,3,399,2582,71826
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader,2,0,122483,1991,5438,63,True,2.237514613283598,1.818575473758662,0.225481437193402,0.05754407576433738,6830189,4.3391155999999995,134,477.166368,1476.9635770408204,leader,1.5231109999999997,claude-opus-5,1.0,3,1.0,True,True,True,,,6,33,0,4,845,497,4096
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader,3,0,122483,2025,520,0,True,2.1835102698260487,1.804988568371835,0.06061196180211595,0.0,6901790,4.0491108,137,439.69367,1486.4760642359033,leader,1.0312320000000001,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,5,0,0,0,520,0,0
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader,4,0,122483,2388,823,2,True,1.966618784662039,1.9171173378235957,0.09094265160329017,0.0016056259110750384,6758821,3.9762843999999995,143,370.455829,1411.3499936420703,leader,1.174633,claude-opus-5,1.0,3,1.0,True,True,True,,,7,41,0,1,659,4,160
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader_central,1,0,132502,705,8166,0,True,1.9339279695465883,0.514490052425754,0.12680537802765815,0.0,4893516,2.5752234000000005,100,393.083977,1037.8807657269936,leader,1.3474362000000002,claude-sonnet-5,1.0,3,1.0,True,True,True,,,3,46,0,0,578,461,7127
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader_central,2,0,132502,662,6811,0,True,1.7744537991682765,0.443271956290999,0.09121224454072491,0.0,4596697,2.3089380000000004,98,428.726425,1070.982481967978,leader,1.3252962000000004,claude-sonnet-5,1.0,3,1.0,True,True,True,,,0,31,0,0,0,454,6357
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,leader_central,3,0,132502,692,552,3,True,1.761022318182359,0.459852471729556,0.010207130008332344,0.0019935800797524104,4199548,2.2330755,90,348.375258,970.2804625659774,leader,0.9908189999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,6,17,0,1,484,4,64
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader,1,0,56436,1281,8998,120,True,0.6450019916871618,0.7320217160600098,0.13438112939006394,0.06857346286276439,2185578,1.5799783,62,334.366534,615.5555283529684,leader,0.884416,claude-opus-5,1.0,3,1.0,True,True,True,,,2,29,0,2,240,302,8456
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader,2,0,56436,594,14271,3,True,0.7361174654919748,0.3873890553035589,0.2203030688241451,0.001956510380321005,1563813,1.3457660999999999,43,342.320513,559.2322810990736,leader,0.8403659999999998,claude-opus-5,1.0,3,1.0,True,True,True,,,3,62,0,1,381,861,13029
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader,3,0,56436,888,335,0,True,0.8576458933216603,0.674737360257313,0.06458634642102659,0.0,1818922,1.5969696,51,576.686662,894.2263943169964,leader,1.0444665000000002,claude-opus-5,1.0,3,1.0,True,True,True,,,2,0,0,0,335,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader,4,0,56436,962,170,0,True,0.8184719517463649,0.697577802803178,0.03190584545045721,0.0,1896581,1.5479556000000003,53,330.364254,594.7392095800024,leader,1.0090065000000004,claude-opus-5,1.0,3,1.0,True,True,True,,,2,0,0,0,170,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader_central,1,0,67309,242,4825,20,True,0.8577376010451788,0.1541937181156556,0.07142609835026859,0.01274328248889716,1856238,1.0961007,44,246.721538,433.55287927298923,leader,0.617034,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,15,0,1,370,297,4158
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader_central,2,0,67309,366,0,0,True,0.829644024249787,0.22556397575021322,0.0,0.0,1984486,1.0552080000000001,46,224.082348,367.97427008501836,leader,0.8024736000000001,claude-sonnet-5,1.0,3,1.0,True,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,leader_central,3,0,67309,439,193,0,True,1.3175542093880166,0.4296649021091826,0.02446838850280083,0.0,3505517,1.7716875,75,305.617054,534.7037517589924,leader,0.9369282,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,193,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,1,0,32488,137,0,0,True,0.20896387641466266,0.04405942358533734,0.0,0.0,330531,0.2530233,9,92.721078,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,2,0,32488,197,0,0,True,0.18315211673673765,0.055529683263262325,0.0,0.0,414694,0.23868179999999997,11,93.903891,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,3,0,32488,267,0,0,True,0.2622544505955757,0.1077658494044243,0.0,0.0,614253,0.3700203,16,157.436172,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,4,0,32488,143,0,0,True,0.15683791412281142,0.03451708587718856,0.0,0.0,326817,0.191355,9,232.439957,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,1,0,65778,386,7237,232,True,0.5536010364145604,0.1624327283103928,0.06376957421802311,0.09762796105702365,1582904,0.8774313,40,165.313686,,,,,1.0,3,1.0,True,True,True,,,5,74,0,5,310,531,6396
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,2,0,65778,554,29134,67,True,0.5248445586998266,0.22101909872579278,0.25374109597757893,0.026729746596801655,2085121,1.0263345,49,247.419053,,,,,1.0,3,1.0,True,True,True,,,5,79,0,3,333,2273,26528
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,3,0,65778,746,40330,182,True,0.47310590728207236,0.26827891303507706,0.30985135585927936,0.0654514238235711,2162159,1.1166876,52,478.119353,,,,,1.0,3,1.0,True,True,True,,,4,109,0,4,200,2246,37884
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,4,0,65778,710,6327,122,True,0.644860866666082,0.34802761966988827,0.06513508465033065,0.059801929013699115,2422177,1.1178255,58,492.727785,,,,,1.0,3,1.0,True,True,True,,,5,98,0,2,333,547,5447
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader,1,0,89451,1061,398,0,True,1.2578047781822808,0.7459563725678864,0.042184149249833346,0.0,2928221,2.0459453000000005,78,318.173583,742.8518484540982,leader,0.9346985000000001,claude-opus-5,1.0,3,1.0,True,True,True,,,3,0,0,0,398,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader,2,0,89451,1198,50517,60,True,1.1130851407293103,0.7453667363102222,0.6604521685542797,0.03733055440618809,4109815,2.5562346000000002,98,313.833545,903.3178491370054,leader,0.9495299999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,3,96,0,1,441,1721,48355
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader,3,0,89451,1151,44037,61,True,1.0178745521333727,0.6548689279636404,0.5258409735904047,0.03470634631258216,3322681,2.2332908,84,334.624161,875.9952949710423,leader,0.9715415,claude-opus-5,1.0,3,1.0,True,True,True,,,2,83,0,2,476,1671,41890
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader,4,0,89451,1286,68281,180,True,0.8392381505176693,0.6032689749503767,0.661494282237189,0.084438892294765,3266760,2.1884403,83,325.316921,883.9566856221063,leader,0.9012765,claude-opus-5,1.0,3,1.0,True,True,True,,,3,47,0,3,425,2876,64980
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader_central,1,0,99939,332,17592,20,True,0.9238696909696845,0.1534559768468442,0.17831399622884203,0.00924433595462917,2379460,1.264884,58,255.517815,636.3241973879922,leader,0.6685613999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,29,0,1,453,1224,15915
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader_central,2,0,99939,452,96,17,True,1.3549552945232213,0.30640680471312304,0.001301551028869903,0.011524149734785601,3264011,1.6741878,75,333.365297,732.4867284919892,leader,0.7982739,claude-sonnet-5,1.0,3,1.0,True,True,True,,,0,16,0,1,0,6,90
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,leader_central,3,0,99939,578,35320,57,True,1.0155738701373698,0.2936799932655919,0.3669069147698083,0.02896152182722965,3462843,1.7051222999999998,76,318.288192,707.2860262710019,leader,1.1303258999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,3,82,0,5,614,1806,32900
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,1,0,98011,1347,60613,437,True,1.0964176207204008,0.7534228480019487,0.7073672894982511,0.24442894177939983,5675437,2.8016367000000004,118,258.80129,,,,,1.0,3,1.0,True,True,True,,,13,201,0,11,1030,3434,56149
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,2,0,98011,1764,21719,314,True,1.1397605964542132,1.0256694106504536,0.3163759862375991,0.1825738066577338,5799133,2.6643798,120,275.101447,,,,,1.0,3,1.0,True,True,True,,,12,164,0,10,763,1126,19830
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,3,0,98011,1390,67322,128,True,0.9388572706919838,0.6657475213301861,0.7243524614092951,0.06130624656853513,4844708,2.3902635,100,407.637956,,,,,0.0,0,1.0,True,False,False,,,12,221,0,7,704,3194,63424
